id_user,nama_nasabah,tanggal_lahir,nama_ibu_kandung,segmen_demografi,gaji_bulanan,persona_dasar,is_dynamic,persona_bulan_1,persona_bulan_2,persona_bulan_3
USR-172,Yance Marbun,1994-12-07,"Dr. Yani Sihombing, S.Psi",Mahasiswa,2630000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-099,Ratih Wastuti,2006-08-27,Lala Napitupulu,Mahasiswa,1620000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-293,"Ir. Azalea Dabukke, S.Pt",1991-02-15,"Prasetya Permata, S.T.",First Jobber,5660000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-216,Anita Haryanti,2006-11-21,"dr. Ratih Aryani, M.Farm",First Jobber,5590000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-062,Daliono Haryanti,1996-08-08,"R.A. Genta Dongoran, S.Kom",Mahasiswa,2710000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-048,Ir. Cinthia Hidayanto,1999-12-26,T. Cahyadi Tampubolon,Mahasiswa,2370000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-033,Dr. Hesti Kusmawati,2004-11-04,Bakiono Kuswoyo,Mahasiswa,2950000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-268,Jessica Nashiruddin,1999-03-29,Kartika Maryati,First Jobber,4750000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-328,Tina Halimah,1992-02-13,"R.M. Adhiarja Pudjiastuti, S.E.",First Jobber,4890000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-201,Tgk. Kamila Jailani,2000-09-16,Chandra Wahyuni,First Jobber,5480000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-447,Rosman Rahmawati,2002-09-18,"Ir. Siti Aryani, S.E.",Profesional,19290000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-028,"H. Muhammad Pangestu, S.Pd",1997-06-28,"Martaka Wahyudin, M.M.",Mahasiswa,2190000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-425,Chelsea Latupono,2005-04-09,"Dinda Tampubolon, S.Pd",Profesional,12770000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-231,"Cawuk Gunarto, S.H.",2003-01-17,Paramita Nurdiyanti,First Jobber,5290000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-261,Halima Wahyuni,2001-08-13,"Drs. Oman Sitorus, S.E.I",First Jobber,5900000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-289,Gadang Marbun,1993-03-22,"Genta Situmorang, M.TI.",First Jobber,5110000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-163,Bagya Handayani,2007-04-28,Tgk. Suci Anggraini,Mahasiswa,2260000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-426,Mutia Putra,1999-09-09,Nabila Kuswoyo,Profesional,8050000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-139,"Tedi Namaga, M.M.",1997-09-30,Karja Tarihoran,Mahasiswa,1950000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-063,Julia Setiawan,2005-11-13,"T. Gara Yuniar, M.TI.",Mahasiswa,2850000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-136,Janet Winarsih,1992-03-10,Gambira Zulkarnain,Mahasiswa,1760000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-129,Marsudi Maryadi,2006-08-29,"R. Belinda Halim, S.E.",Mahasiswa,2910000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-477,"dr. Jono Suwarno, M.TI.",2004-02-12,Tira Wacana,Profesional,17070000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-009,Mitra Pradana,2004-03-22,Sabar Pradipta,Mahasiswa,2640000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-327,"Utama Nuraini, S.H.",2001-10-16,Baktianto Zulkarnain,First Jobber,4790000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-464,Karja Zulaika,1998-04-27,Mursinin Siregar,Profesional,19750000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-065,Laksana Saptono,1990-12-30,drg. Jelita Sihotang,Mahasiswa,3260000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-301,"Iriana Nainggolan, S.E.",1999-04-12,drg. Jamil Samosir,First Jobber,5530000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-015,Lala Yuniar,1998-07-26,Dina Prayoga,Mahasiswa,1610000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-157,Laswi Suwarno,2008-04-06,"Cornelia Fujiati, S.IP",Mahasiswa,3310000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-041,Gasti Hakim,2000-09-25,Dt. Pangeran Sihotang,Mahasiswa,1890000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-380,"Syahrini Lestari, M.M.",1993-05-03,"Tgk. Cawisadi Mandala, M.Pd",First Jobber,5510000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-469,Hj. Maimunah Pratama,1991-11-13,Cahyono Maheswara,Profesional,11710000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-404,dr. Baktiono Dongoran,1991-12-03,R. Lembah Rahimah,Profesional,12530000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-217,Titin Uyainah,1997-10-29,Halim Damanik,First Jobber,4960000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-280,Luwar Suwarno,2002-10-19,Farah Maheswara,First Jobber,5940000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-435,R. Yulia Wulandari,2003-01-06,Raisa Rahayu,Profesional,17250000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-431,"Raisa Napitupulu, M.M.",2000-12-19,Agnes Prabowo,Profesional,11560000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-338,Salsabila Kuswoyo,1993-08-19,Jati Sinaga,First Jobber,6000000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-237,Syahrini Sitompul,2004-12-11,"Nardi Novitasari, S.Pt",First Jobber,5380000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-208,Tantri Simbolon,2004-04-16,Ir. Chelsea Habibi,First Jobber,5490000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-213,Gabriella Mandala,2004-01-24,Jane Lazuardi,First Jobber,5690000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-296,Belinda Halim,1993-02-25,Novi Hariyah,First Jobber,5070000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-458,Karya Laksita,2004-07-01,"Prabowo Hardiansyah, S.Gz",Profesional,16660000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-252,Edison Halimah,2002-11-02,Prabu Halimah,First Jobber,5200000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-489,"Oni Adriansyah, S.Gz",2005-10-06,Dipa Gunawan,Profesional,15250000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-487,Amelia Mandasari,2005-10-11,Gading Manullang,Profesional,10640000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-304,Paulin Anggriawan,2005-07-23,Diana Saptono,First Jobber,5140000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-351,"Respati Samosir, S.Ked",1997-06-08,"Cut Uli Pratama, M.Farm",First Jobber,5660000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-270,"R. Puji Sihombing, S.Psi",1992-02-26,Salimah Sihombing,First Jobber,5860000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-202,Genta Kurniawan,1996-08-10,Tgk. Balijan Setiawan,First Jobber,5040000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-162,"Dodo Haryanti, S.T.",2002-04-24,"drg. Umay Suwarno, M.Pd",Mahasiswa,3190000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-044,Devi Purnawati,1994-09-27,Cut Raina Hutapea,Mahasiswa,2690000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-218,Ella Safitri,1998-08-04,"Karen Irawan, S.Farm",First Jobber,5330000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-402,Cici Iswahyudi,1990-05-27,Maimunah Tarihoran,Profesional,17650000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-191,T. Jagapati Yuniar,2007-08-30,Jatmiko Wacana,Mahasiswa,3430000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-310,Drs. Dina Simbolon,2007-01-27,Elisa Wijaya,First Jobber,5750000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-260,"Harsanto Wahyudin, S.T.",2003-10-05,Winda Hidayat,First Jobber,5380000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-106,Hesti Hariyah,2000-07-25,"Harjasa Sirait, S.Ked",Mahasiswa,3180000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-054,"Tgk. Aurora Adriansyah, S.Psi",2004-03-10,"Eluh Marpaung, M.M.",Mahasiswa,1890000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-390,Halim Wibowo,1997-02-04,Amelia Uyainah,First Jobber,5010000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-002,"Opung Palastri, S.Pt",2000-12-08,Among Iswahyudi,Mahasiswa,2200000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-442,Eli Hutasoit,2000-06-26,"KH. Darmaji Siregar, S.Gz",Profesional,11030000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-483,Nugraha Mandala,2002-12-08,Jamal Situmorang,Profesional,9120000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-050,"Ilsa Suryatmi, M.TI.",1990-06-13,"Drs. Ifa Wijayanti, S.IP",Mahasiswa,3340000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-420,"Vinsen Hutasoit, S.IP",2004-02-24,"Mulya Thamrin, S.E.",Profesional,17310000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-081,Hana Prayoga,2005-06-05,Vivi Nurdiyanti,Mahasiswa,3170000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-206,"R. Padmi Wahyuni, S.Sos",1991-07-24,"Siska Dabukke, S.Pt",First Jobber,4550000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-035,Hadi Sirait,2004-09-19,Drajat Nababan,Mahasiswa,3140000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-264,Artawan Pangestu,2006-04-03,Ira Mulyani,First Jobber,5300000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-428,Samsul Siregar,2001-12-21,"Raharja Marbun, S.H.",Profesional,11570000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-367,Fitria Nasyiah,1998-10-31,"R.A. Ifa Megantara, M.M.",First Jobber,4960000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-092,Kezia Simbolon,1994-02-12,Jessica Wibowo,Mahasiswa,1500000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-340,Ilsa Padmasari,2003-04-27,Elon Yolanda,First Jobber,5730000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-474,Jamil Uyainah,2000-12-31,Dt. Gatra Simanjuntak,Profesional,14640000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-053,"Tgk. Ophelia Lestari, S.T.",2006-08-09,"Cut Cornelia Usada, S.Farm",Mahasiswa,3130000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-346,"Puti Paramita Hassanah, M.TI.",2002-12-23,Vero Pratiwi,First Jobber,5470000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-265,Yulia Palastri,1998-10-30,Parman Yuliarti,First Jobber,4970000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-242,Carub Najmudin,2005-04-10,"Drs. Rusman Marbun, M.M.",First Jobber,5670000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-014,Hasna Haryanto,1994-02-08,dr. Gabriella Yolanda,Mahasiswa,2380000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-316,"Carla Nainggolan, S.Ked",1998-03-31,Eka Zulkarnain,First Jobber,4790000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-089,Nova Dabukke,1997-04-22,"Mustika Waskita, S.E.",Mahasiswa,3420000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-388,Wulan Widodo,1991-09-24,Michelle Pratiwi,First Jobber,4830000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-274,"H. Mustika Manullang, S.Ked",1992-11-16,Hj. Violet Farida,First Jobber,5960000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-167,Dr. Zahra Suwarno,2004-04-09,Luluh Thamrin,Mahasiswa,3230000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-329,Safina Kusmawati,1998-11-26,Praba Suwarno,First Jobber,5240000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-493,Cemani Prasetyo,2004-10-14,Xanana Wacana,Profesional,16550000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-135,drg. Siska Lestari,2007-10-02,Kamaria Wasita,Mahasiswa,2030000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-307,"Dr. Estiono Oktaviani, M.Ak",1992-06-12,Hartana Wahyudin,First Jobber,4940000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-481,"Zulfa Permadi, S.Gz",1994-09-16,Calista Hasanah,Profesional,17960000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-320,"Prasetyo Zulaika, S.T.",2001-04-16,Yusuf Prayoga,First Jobber,5770000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-244,Umi Hassanah,1994-07-09,Galak Halimah,First Jobber,5190000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-055,H. Irsad Purwanti,1990-06-25,Warsa Maryadi,Mahasiswa,2880000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-364,"Karma Prasetya, S.Farm",1995-09-19,Kalim Rahayu,First Jobber,4640000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-051,Eman Latupono,2006-04-28,"Puspa Mangunsong, S.T.",Mahasiswa,2780000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-457,Hasna Sinaga,2005-03-21,Pia Permata,Profesional,10500000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-175,Jaeman Uwais,2002-06-02,"Eluh Padmasari, S.Sos",Mahasiswa,2220000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-446,"Sutan Emin Firmansyah, M.M.",1995-01-15,"Puti Maida Lazuardi, S.H.",Profesional,10030000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-190,Olivia Prasetya,2007-04-30,Ozy Wahyuni,Mahasiswa,2930000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-497,"Puji Prasasta, S.E.I",1990-06-03,Aisyah Pradipta,Profesional,12980000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-188,dr. Anita Natsir,1995-01-31,Opung Andriani,Mahasiswa,1810000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-170,Uchita Mustofa,1991-12-06,Jane Agustina,Mahasiswa,2030000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-059,Saka Marpaung,2007-11-18,"R.M. Teguh Zulkarnain, S.Ked",Mahasiswa,2950000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-049,Tasnim Prasasta,1996-12-16,Ismail Palastri,Mahasiswa,1900000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-345,Usyi Nasyiah,2004-09-29,"R.A. Vanesa Prayoga, M.Ak",First Jobber,5710000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-236,"Salimah Wijaya, S.E.I",2001-01-07,Galak Purwanti,First Jobber,4800000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-253,Raisa Ardianto,2006-08-13,Edi Pratama,First Jobber,4980000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-022,"R.M. Jono Kurniawan, S.Pd",2005-06-16,Drs. Dalimin Mangunsong,Mahasiswa,2660000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-314,"KH. Labuh Permata, S.H.",2003-04-18,Dr. Ella Novitasari,First Jobber,5520000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-460,Farah Mustofa,2006-03-10,Endah Saefullah,Profesional,10120000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-161,drg. Raina Zulaika,1994-08-23,R. Gina Hariyah,Mahasiswa,3200000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-277,"R. Kemal Mandala, M.TI.",1996-11-29,Sadina Setiawan,First Jobber,5720000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-444,R. Kemal Latupono,1995-02-17,Tgk. Kemba Gunarto,Profesional,15800000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-192,Silvia Kurniawan,1999-02-18,Belinda Hutapea,Mahasiswa,3340000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-386,Jefri Wulandari,1998-01-22,Balamantri Kuswoyo,First Jobber,4600000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-294,"Danu Pertiwi, S.Farm",2001-06-08,Jamal Utami,First Jobber,5170000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-414,Ratih Prasasta,1996-03-04,Yuliana Wijaya,Profesional,13720000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-344,Eva Hasanah,2003-10-08,dr. Lidya Pudjiastuti,First Jobber,5550000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-258,Mulya Winarsih,1991-11-06,Betania Novitasari,First Jobber,5120000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-309,Aris Mandala,2003-02-25,"drg. Karja Hasanah, S.E.I",First Jobber,5990000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-150,"R.A. Tami Permadi, M.Farm",1997-03-15,"drg. Aurora Simanjuntak, M.Kom.",Mahasiswa,2870000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-131,"Latika Saputra, M.TI.",2000-01-11,Cindy Rahimah,Mahasiswa,3260000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-152,Jefri Rahayu,1996-04-13,Taufan Farida,Mahasiswa,2170000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-360,Danang Hidayat,1992-02-15,Ivan Rahimah,First Jobber,5230000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-100,Lega Utami,1994-09-05,"Vera Sihombing, M.Ak",Mahasiswa,2850000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-373,"Devi Kuswandari, S.H.",2002-10-30,"Farhunnisa Widodo, S.H.",First Jobber,4900000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-088,"drg. Paulin Palastri, M.Ak",2006-06-21,Gawati Saputra,Mahasiswa,2880000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-459,Luis Haryanti,1990-08-08,"R. Maida Hasanah, S.Ked",Profesional,13890000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-331,H. Nyoman Firgantoro,2006-09-30,Hamzah Nugroho,First Jobber,5120000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-215,Dr. Rafi Winarsih,2004-10-26,Hasta Gunarto,First Jobber,5940000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-467,"KH. Taufan Mansur, S.E.I",1991-07-16,Cut Rahmi Yulianti,Profesional,13470000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-122,Ir. Widya Safitri,1994-05-15,dr. Ihsan Handayani,Mahasiswa,2190000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-500,Caket Setiawan,1991-12-25,Usman Nurdiyanti,Profesional,14820000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-021,Endah Hasanah,1990-05-14,"Tantri Saptono, M.TI.",Mahasiswa,2090000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-189,R. Panca Haryanto,1998-11-18,"Tgk. Kambali Rahayu, S.IP",Mahasiswa,2680000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-072,"Cut Ilsa Suwarno, S.Kom",1998-01-17,Ir. Safina Sinaga,Mahasiswa,1670000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-107,Zizi Simbolon,1993-07-31,Garang Rajata,Mahasiswa,2300000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-271,Melinda Suartini,2003-03-24,Muhammad Handayani,First Jobber,4630000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-349,Nasim Padmasari,1999-02-09,drg. Rusman Hakim,First Jobber,5340000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-436,Muni Mansur,1995-12-12,Gaduh Latupono,Profesional,8880000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-103,Karen Usada,2006-05-11,Titin Mangunsong,Mahasiswa,2100000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
